Invoice ID,Date,Time,Branch,City,Customer type,Gender,Product Line,Unit Price,Quantity,Cost,Tax 5%,Total Cost,Payment Mode,Gross Income,Gross Margin Percentage,Rating
704-11-6354,01-06-2019,11:23:00,A,Mumbai,Member,Male,Home and lifestyle,58.9,8,471.2,23.56,494.76,Cash,23.56,4.761904762,8.9
490-29-1201,01-06-2019,11:09:00,A,Mumbai,Normal,Female,Sports and travel,15.34,1,15.34,0.767,16.107,Cash,0.767,4.761904762,6.5
834-25-9262,01-06-2019,12:12:00,C,Pune,Normal,Female,Fashion accessories,81.68,4,326.72,16.336,343.056,Cash,16.336,4.761904762,9.1
662-72-2873,01-06-2019,13:58:00,A,Mumbai,Normal,Female,Food and beverages,40.94,5,204.7,10.235,214.935,E-wallet,10.235,4.761904762,9.9
826-58-8051,01-06-2019,19:46:00,B,Nashik,Normal,Male,Home and lifestyle,62.19,4,248.76,12.438,261.198,E-wallet,12.438,4.761904762,4.3
729-06-2010,01-06-2019,11:18:00,B,Nashik,Member,Male,Health and beauty,80.47,9,724.23,36.2115,760.4415,Cash,36.2115,4.761904762,9.2
852-82-2749,01-06-2019,13:35:00,A,Mumbai,Normal,Male,Sports and travel,64.59,4,258.36,12.918,271.278,E-wallet,12.918,4.761904762,9.3
846-10-0341,01-06-2019,11:51:00,A,Mumbai,Normal,Female,Fashion accessories,42.57,7,297.99,14.8995,312.8895,Cash,14.8995,4.761904762,6.8
351-62-0822,02-06-2019,18:07:00,B,Nashik,Member,Female,Fashion accessories,14.48,4,57.92,2.896,60.816,E-wallet,2.896,4.761904762,4.5
183-56-6882,02-06-2019,10:42:00,C,Pune,Member,Female,Food and beverages,99.42,4,397.68,19.884,417.564,E-wallet,19.884,4.761904762,7.5
727-46-3608,02-06-2019,15:47:00,B,Nashik,Member,Female,Food and beverages,20.01,9,180.09,9.0045,189.0945,E-wallet,9.0045,4.761904762,4.1
512-91-0811,02-06-2019,20:05:00,C,Pune,Normal,Male,Health and beauty,89.75,1,89.75,4.4875,94.2375,Credit Card,4.4875,4.761904762,6.6
875-46-5808,02-06-2019,14:51:00,B,Nashik,Member,Male,Health and beauty,25.9,10,259,12.95,271.95,E-wallet,12.95,4.761904762,8.7
595-86-2894,02-06-2019,17:20:00,C,Pune,Member,Male,Fashion accessories,96.98,4,387.92,19.396,407.316,E-wallet,19.396,4.761904762,9.4
609-81-8548,02-06-2019,13:55:00,A,Mumbai,Member,Female,Home and lifestyle,37.44,6,224.64,11.232,235.872,Credit Card,11.232,4.761904762,5.9
857-67-9057,02-06-2019,19:20:00,B,Nashik,Normal,Male,Electronic accessories,22.95,10,229.5,11.475,240.975,E-wallet,11.475,4.761904762,8.2
258-92-7466,02-06-2019,18:33:00,A,Mumbai,Normal,Female,Health and beauty,35.68,5,178.4,8.92,187.32,Credit Card,8.92,4.761904762,6.6
149-14-0304,02-06-2019,14:24:00,C,Pune,Member,Female,Health and beauty,28.5,8,228,11.4,239.4,Cash,11.4,4.761904762,6.6
471-06-8611,02-06-2019,10:22:00,C,Pune,Normal,Female,Food and beverages,52.42,1,52.42,2.621,55.041,Credit Card,2.621,4.761904762,6.3
811-35-1094,02-06-2019,15:16:00,B,Nashik,Member,Male,Electronic accessories,50.45,6,302.7,15.135,317.835,Credit Card,15.135,4.761904762,8.9
373-88-1424,02-06-2019,18:44:00,C,Pune,Member,Male,Home and lifestyle,35.81,5,179.05,8.9525,188.0025,E-wallet,8.9525,4.761904762,7.9
199-75-8169,03-06-2019,12:27:00,A,Mumbai,Member,Male,Sports and travel,15.81,10,158.1,7.905,166.005,Credit Card,7.905,4.761904762,8.6
802-70-5316,03-06-2019,20:34:00,A,Mumbai,Member,Female,Sports and travel,92.13,6,552.78,27.639,580.419,Cash,27.639,4.761904762,8.3
262-47-2794,03-06-2019,15:07:00,B,Nashik,Member,Male,Home and lifestyle,71.86,8,574.88,28.744,603.624,Credit Card,28.744,4.761904762,6.2
468-01-2051,03-06-2019,13:46:00,B,Nashik,Normal,Male,Food and beverages,62.08,7,434.56,21.728,456.288,E-wallet,21.728,4.761904762,5.4
783-09-1637,03-06-2019,18:13:00,B,Nashik,Normal,Female,Sports and travel,67.43,5,337.15,16.8575,354.0075,E-wallet,16.8575,4.761904762,6.3
523-38-0215,03-06-2019,13:29:00,C,Pune,Normal,Male,Home and lifestyle,37,1,37,1.85,38.85,Credit Card,1.85,4.761904762,7.9
254-31-0042,03-06-2019,12:46:00,A,Mumbai,Member,Male,Electronic accessories,21.5,9,193.5,9.675,203.175,Credit Card,9.675,4.761904762,7.8
885-17-6250,03-06-2019,10:36:00,A,Mumbai,Normal,Female,Health and beauty,79.74,1,79.74,3.987,83.727,E-wallet,3.987,4.761904762,7.3
149-15-7606,03-06-2019,15:31:00,B,Nashik,Member,Male,Sports and travel,37.32,9,335.88,16.794,352.674,E-wallet,16.794,4.761904762,5.1
715-20-1673,03-06-2019,20:57:00,B,Nashik,Normal,Male,Electronic accessories,28.38,5,141.9,7.095,148.995,Cash,7.095,4.761904762,9.4
883-69-1285,03-06-2019,11:55:00,B,Nashik,Member,Male,Fashion accessories,49.92,2,99.84,4.992,104.832,Credit Card,4.992,4.761904762,7
232-16-2483,01-07-2019,12:28:00,C,Pune,Member,Female,Sports and travel,68.12,1,68.12,3.406,71.526,E-wallet,3.406,4.761904762,6.8
109-28-2512,01-07-2019,15:01:00,B,Nashik,Member,Female,Fashion accessories,97.61,6,585.66,29.283,614.943,E-wallet,29.283,4.761904762,9.9
799-71-1548,01-07-2019,16:11:00,A,Mumbai,Member,Male,Electronic accessories,77.72,4,310.88,15.544,326.424,Credit Card,15.544,4.761904762,8.8
126-54-1082,01-07-2019,11:44:00,A,Mumbai,Member,Female,Home and lifestyle,21.54,9,193.86,9.693,203.553,Credit Card,9.693,4.761904762,8.8
566-19-5475,01-07-2019,20:52:00,B,Nashik,Normal,Male,Fashion accessories,47.97,7,335.79,16.7895,352.5795,Cash,16.7895,4.761904762,6.2
526-86-8552,01-07-2019,17:36:00,C,Pune,Member,Female,Home and lifestyle,21.82,10,218.2,10.91,229.11,Cash,10.91,4.761904762,7.1
889-04-9723,01-07-2019,12:20:00,B,Nashik,Member,Female,Food and beverages,89.14,4,356.56,17.828,374.388,Credit Card,17.828,4.761904762,7.8
541-48-8554,01-07-2019,12:08:00,A,Mumbai,Normal,Male,Sports and travel,60.95,9,548.55,27.4275,575.9775,Credit Card,27.4275,4.761904762,6
390-31-6381,01-07-2019,12:37:00,C,Pune,Normal,Male,Food and beverages,27.22,3,81.66,4.083,85.743,Cash,4.083,4.761904762,7.3
252-56-2699,02-07-2019,16:48:00,A,Mumbai,Normal,Male,Food and beverages,43.19,10,431.9,21.595,453.495,E-wallet,21.595,4.761904762,8.2
635-40-6220,02-07-2019,11:28:00,A,Mumbai,Normal,Male,Health and beauty,89.6,8,716.8,35.84,752.64,E-wallet,35.84,4.761904762,6.6
214-17-6927,02-07-2019,18:23:00,C,Pune,Normal,Female,Food and beverages,16.48,6,98.88,4.944,103.824,E-wallet,4.944,4.761904762,9.9
380-94-4661,02-07-2019,13:05:00,C,Pune,Member,Male,Electronic accessories,65.94,4,263.76,13.188,276.948,Credit Card,13.188,4.761904762,6.9
868-81-1752,02-07-2019,18:48:00,B,Nashik,Normal,Male,Home and lifestyle,22.02,9,198.18,9.909,208.089,Cash,9.909,4.761904762,6.8
810-60-6344,02-07-2019,14:38:00,C,Pune,Normal,Female,Electronic accessories,40.86,8,326.88,16.344,343.224,Credit Card,16.344,4.761904762,6.5
533-33-5337,02-07-2019,20:24:00,B,Nashik,Normal,Male,Electronic accessories,79.39,10,793.9,39.695,833.595,Cash,39.695,4.761904762,6.2
827-44-5872,02-07-2019,11:28:00,B,Nashik,Member,Female,Food and beverages,54.36,10,543.6,27.18,570.78,Credit Card,27.18,4.761904762,6.1
583-41-4548,02-07-2019,11:36:00,C,Pune,Normal,Male,Home and lifestyle,16.67,7,116.69,5.8345,122.5245,E-wallet,5.8345,4.761904762,7.4
560-49-6611,02-07-2019,14:13:00,A,Mumbai,Member,Female,Sports and travel,45.58,1,45.58,2.279,47.859,Cash,2.279,4.761904762,9.8
421-95-9805,02-07-2019,10:18:00,A,Mumbai,Normal,Female,Electronic accessories,28.96,1,28.96,1.448,30.408,Credit Card,1.448,4.761904762,6.2
641-96-3695,02-07-2019,17:55:00,C,Pune,Member,Female,Fashion accessories,43.46,6,260.76,13.038,273.798,E-wallet,13.038,4.761904762,8.5
648-94-3045,02-07-2019,14:27:00,C,Pune,Normal,Male,Health and beauty,58.95,10,589.5,29.475,618.975,E-wallet,29.475,4.761904762,8.1
626-43-7888,02-07-2019,12:23:00,C,Pune,Normal,Female,Fashion accessories,60.41,8,483.28,24.164,507.444,E-wallet,24.164,4.761904762,9.6
784-21-9238,02-07-2019,14:15:00,C,Pune,Member,Male,Sports and travel,10.17,1,10.17,0.5085,10.6785,Cash,0.5085,4.761904762,5.9
114-35-5271,02-07-2019,15:06:00,B,Nashik,Normal,Female,Electronic accessories,57.91,8,463.28,23.164,486.444,Cash,23.164,4.761904762,8.1
453-33-6436,02-07-2019,10:09:00,A,Mumbai,Normal,Female,Home and lifestyle,93.12,8,744.96,37.248,782.208,Cash,37.248,4.761904762,6.8
430-02-3888,02-07-2019,15:55:00,B,Nashik,Normal,Male,Electronic accessories,46.02,6,276.12,13.806,289.926,Cash,13.806,4.761904762,7.1
744-82-9138,02-07-2019,17:59:00,C,Pune,Normal,Male,Fashion accessories,86.13,2,172.26,8.613,180.873,Cash,8.613,4.761904762,8.2
374-38-5555,02-07-2019,19:30:00,B,Nashik,Normal,Female,Fashion accessories,63.71,5,318.55,15.9275,334.4775,E-wallet,15.9275,4.761904762,8.5
242-55-6721,03-07-2019,11:49:00,B,Nashik,Normal,Male,Home and lifestyle,16.16,2,32.32,1.616,33.936,E-wallet,1.616,4.761904762,6.5
307-85-2293,03-07-2019,13:58:00,B,Nashik,Normal,Male,Home and lifestyle,50.28,5,251.4,12.57,263.97,E-wallet,12.57,4.761904762,9.7
821-07-3596,03-07-2019,14:53:00,C,Pune,Normal,Female,Fashion accessories,16.45,4,65.8,3.29,69.09,E-wallet,3.29,4.761904762,5.6
423-64-4619,03-07-2019,13:12:00,A,Mumbai,Member,Female,Health and beauty,15.55,9,139.95,6.9975,146.9475,Cash,6.9975,4.761904762,5
471-41-2823,03-07-2019,20:37:00,C,Pune,Normal,Male,Food and beverages,99.79,2,199.58,9.979,209.559,E-wallet,9.979,4.761904762,8
598-47-9715,03-07-2019,16:54:00,C,Pune,Normal,Male,Electronic accessories,84.07,4,336.28,16.814,353.094,E-wallet,16.814,4.761904762,4.4
643-38-7867,03-07-2019,11:44:00,A,Mumbai,Normal,Male,Home and lifestyle,97.94,1,97.94,4.897,102.837,E-wallet,4.897,4.761904762,6.9
399-69-4630,03-07-2019,10:23:00,C,Pune,Normal,Male,Electronic accessories,22.21,6,133.26,6.663,139.923,Credit Card,6.663,4.761904762,8.6
748-45-2862,03-07-2019,18:35:00,A,Mumbai,Member,Female,Home and lifestyle,28.31,4,113.24,5.662,118.902,Cash,5.662,4.761904762,8.2
189-08-9157,01-08-2019,16:17:00,C,Pune,Normal,Female,Fashion accessories,31.73,9,285.57,14.2785,299.8485,Credit Card,14.2785,4.761904762,5.9
663-86-9076,01-08-2019,15:57:00,C,Pune,Member,Female,Food and beverages,68.54,8,548.32,27.416,575.736,E-wallet,27.416,4.761904762,8.5
571-94-0759,01-08-2019,20:55:00,B,Nashik,Member,Female,Food and beverages,74.6,10,746,37.3,783.3,Cash,37.3,4.761904762,9.5
750-57-9686,01-08-2019,13:48:00,C,Pune,Normal,Female,Home and lifestyle,45.38,4,181.52,9.076,190.596,Credit Card,9.076,4.761904762,8.7
192-98-7397,01-08-2019,14:11:00,C,Pune,Normal,Male,Fashion accessories,12.78,1,12.78,0.639,13.419,E-wallet,0.639,4.761904762,9.5
674-15-9296,01-08-2019,13:05:00,A,Mumbai,Normal,Male,Sports and travel,37.14,5,185.7,9.285,194.985,E-wallet,9.285,4.761904762,5
387-49-4215,01-08-2019,12:50:00,B,Nashik,Member,Female,Sports and travel,48.5,3,145.5,7.275,152.775,Cash,7.275,4.761904762,6.7
484-22-8230,01-08-2019,20:08:00,C,Pune,Member,Female,Fashion accessories,51.89,7,363.23,18.1615,381.3915,Cash,18.1615,4.761904762,4.5
241-96-5076,01-08-2019,12:58:00,B,Nashik,Member,Female,Home and lifestyle,49.1,2,98.2,4.91,103.11,Credit Card,4.91,4.761904762,6.4
767-97-4650,01-08-2019,11:59:00,B,Nashik,Member,Female,Sports and travel,64.83,2,129.66,6.483,136.143,Credit Card,6.483,4.761904762,8
442-44-6497,01-08-2019,11:42:00,C,Pune,Member,Male,Home and lifestyle,55.57,3,166.71,8.3355,175.0455,Credit Card,8.3355,4.761904762,5.9
457-13-1708,01-08-2019,19:07:00,B,Nashik,Member,Male,Fashion accessories,65.23,10,652.3,32.615,684.915,Credit Card,32.615,4.761904762,5.2
257-60-7754,01-08-2019,17:12:00,A,Mumbai,Normal,Female,Electronic accessories,50.23,4,200.92,10.046,210.966,Cash,10.046,4.761904762,9
845-94-6841,01-08-2019,19:38:00,C,Pune,Member,Female,Food and beverages,72.88,9,655.92,32.796,688.716,Cash,32.796,4.761904762,4
840-76-5966,01-08-2019,18:06:00,A,Mumbai,Member,Male,Sports and travel,12.76,2,25.52,1.276,26.796,E-wallet,1.276,4.761904762,7.8
124-31-1458,01-08-2019,14:30:00,A,Mumbai,Member,Female,Electronic accessories,79.59,3,238.77,11.9385,250.7085,Cash,11.9385,4.761904762,6.6
631-34-1880,01-08-2019,19:09:00,C,Pune,Member,Male,Food and beverages,24.31,3,72.93,3.6465,76.5765,Credit Card,3.6465,4.761904762,4.3
490-95-0021,01-08-2019,14:25:00,B,Nashik,Member,Female,Food and beverages,33.21,10,332.1,16.605,348.705,E-wallet,16.605,4.761904762,6
373-73-7910,02-08-2019,10:37:00,A,Mumbai,Normal,Male,Sports and travel,86.31,7,604.17,30.2085,634.3785,E-wallet,30.2085,4.761904762,5.3
649-29-6775,02-08-2019,15:31:00,B,Nashik,Normal,Male,Fashion accessories,33.52,1,33.52,1.676,35.196,Cash,1.676,4.761904762,6.7
354-25-5821,02-08-2019,13:03:00,B,Nashik,Member,Female,Sports and travel,69.12,6,414.72,20.736,435.456,Cash,20.736,4.761904762,5.6
549-84-7482,02-08-2019,11:15:00,B,Nashik,Normal,Female,Sports and travel,90.28,9,812.52,40.626,853.146,E-wallet,40.626,4.761904762,7.2
687-47-8271,02-08-2019,16:20:00,A,Mumbai,Normal,Male,Fashion accessories,98.98,10,989.8,49.49,1039.29,Credit Card,49.49,4.761904762,8.7
732-04-5373,02-08-2019,10:53:00,B,Nashik,Member,Male,Home and lifestyle,46.47,4,185.88,9.294,195.174,Cash,9.294,4.761904762,7
271-88-8734,02-08-2019,13:00:00,C,Pune,Member,Female,Fashion accessories,97.21,10,972.1,48.605,1020.705,Credit Card,48.605,4.761904762,8.7
440-59-5691,02-08-2019,13:12:00,C,Pune,Member,Female,Health and beauty,37.15,7,260.05,13.0025,273.0525,Credit Card,13.0025,4.761904762,7.7
830-58-2383,02-08-2019,15:26:00,B,Nashik,Normal,Male,Home and lifestyle,31.75,4,127,6.35,133.35,Cash,6.35,4.761904762,8.6
756-49-0168,02-08-2019,11:39:00,A,Mumbai,Member,Male,Fashion accessories,19.7,1,19.7,0.985,20.685,E-wallet,0.985,4.761904762,9.5
815-04-6282,02-08-2019,12:52:00,C,Pune,Member,Female,Sports and travel,64.97,5,324.85,16.2425,341.0925,Credit Card,16.2425,4.761904762,6.5
181-82-6255,02-08-2019,10:58:00,B,Nashik,Normal,Female,Home and lifestyle,16.37,6,98.22,4.911,103.131,Cash,4.911,4.761904762,7
226-31-3081,03-08-2019,10:29:00,C,Pune,Normal,Female,Electronic accessories,15.28,5,76.4,3.82,80.22,Cash,3.82,4.761904762,9.6
594-34-4444,03-08-2019,20:38:00,A,Mumbai,Normal,Male,Electronic accessories,97.16,1,97.16,4.858,102.018,E-wallet,4.858,4.761904762,7.2
483-71-1164,03-08-2019,16:43:00,C,Pune,Normal,Female,Health and beauty,81.3,6,487.8,24.39,512.19,E-wallet,24.39,4.761904762,5.3
458-41-1477,03-08-2019,17:11:00,C,Pune,Normal,Female,Health and beauty,46.26,6,277.56,13.878,291.438,Credit Card,13.878,4.761904762,9.5
563-91-7120,03-08-2019,13:21:00,A,Mumbai,Normal,Female,Fashion accessories,61.77,5,308.85,15.4425,324.2925,Cash,15.4425,4.761904762,6.7
632-90-0281,03-08-2019,20:01:00,C,Pune,Normal,Female,Fashion accessories,37.55,10,375.5,18.775,394.275,Credit Card,18.775,4.761904762,9.3
325-77-6186,03-08-2019,10:53:00,A,Mumbai,Member,Female,Home and lifestyle,90.65,10,906.5,45.325,951.825,E-wallet,45.325,4.761904762,7.3
574-57-9721,03-08-2019,16:53:00,C,Pune,Normal,Male,Food and beverages,43.27,2,86.54,4.327,90.867,E-wallet,4.327,4.761904762,5.7
345-08-4992,03-08-2019,15:37:00,A,Mumbai,Normal,Male,Home and lifestyle,33.99,6,203.94,10.197,214.137,Credit Card,10.197,4.761904762,7.7
549-96-4200,03-08-2019,20:15:00,C,Pune,Member,Male,Food and beverages,17.04,4,68.16,3.408,71.568,E-wallet,3.408,4.761904762,7
364-33-8584,03-08-2019,15:27:00,B,Nashik,Member,Female,Food and beverages,17.63,5,88.15,4.4075,92.5575,Cash,4.4075,4.761904762,8.5
263-10-3913,01-09-2019,14:20:00,C,Pune,Member,Male,Fashion accessories,49.04,9,441.36,22.068,463.428,Credit Card,22.068,4.761904762,8.6
554-42-2417,01-09-2019,13:45:00,C,Pune,Normal,Female,Sports and travel,95.44,10,954.4,47.72,1002.12,Cash,47.72,4.761904762,5.2
370-96-0655,01-09-2019,13:46:00,C,Pune,Normal,Female,Fashion accessories,49.32,6,295.92,14.796,310.716,E-wallet,14.796,4.761904762,7.1
343-75-9322,01-09-2019,16:34:00,B,Nashik,Member,Female,Sports and travel,11.85,8,94.8,4.74,99.54,Cash,4.74,4.761904762,4.1
288-62-1085,01-09-2019,13:34:00,A,Mumbai,Member,Male,Fashion accessories,38.54,5,192.7,9.635,202.335,E-wallet,9.635,4.761904762,5.6
305-89-2768,01-09-2019,18:43:00,B,Nashik,Member,Female,Home and lifestyle,21.9,3,65.7,3.285,68.985,E-wallet,3.285,4.761904762,4.7
867-47-1948,01-09-2019,12:07:00,C,Pune,Normal,Female,Home and lifestyle,15.8,10,158,7.9,165.9,Cash,7.9,4.761904762,7.8
189-40-5216,01-09-2019,11:40:00,C,Pune,Normal,Male,Electronic accessories,96.37,7,674.59,33.7295,708.3195,Cash,33.7295,4.761904762,6
871-39-9221,02-09-2019,13:11:00,C,Pune,Normal,Female,Electronic accessories,12.45,6,74.7,3.735,78.435,Cash,3.735,4.761904762,4.1
130-98-8941,02-09-2019,10:00:00,C,Pune,Normal,Male,Fashion accessories,64.26,7,449.82,22.491,472.311,Cash,22.491,4.761904762,5.7
866-05-7563,02-09-2019,19:43:00,B,Nashik,Member,Female,Electronic accessories,81.4,3,244.2,12.21,256.41,Cash,12.21,4.761904762,4.8
447-15-7839,02-09-2019,11:00:00,A,Mumbai,Member,Female,Sports and travel,22.24,10,222.4,11.12,233.52,Cash,11.12,4.761904762,4.2
428-83-5800,02-09-2019,10:25:00,C,Pune,Member,Female,Food and beverages,21.08,3,63.24,3.162,66.402,Cash,3.162,4.761904762,7.3
746-19-0921,02-09-2019,10:02:00,C,Pune,Normal,Male,Food and beverages,21.58,1,21.58,1.079,22.659,E-wallet,1.079,4.761904762,7.2
602-80-9671,02-09-2019,17:15:00,C,Pune,Member,Female,Home and lifestyle,15.95,6,95.7,4.785,100.485,Credit Card,4.785,4.761904762,5.1
747-58-7183,02-09-2019,20:31:00,B,Nashik,Normal,Male,Fashion accessories,57.27,3,171.81,8.5905,180.4005,E-wallet,8.5905,4.761904762,6.5
146-09-5432,02-09-2019,19:17:00,A,Mumbai,Member,Male,Food and beverages,35.04,9,315.36,15.768,331.128,E-wallet,15.768,4.761904762,4.6
509-10-0516,02-09-2019,12:02:00,B,Nashik,Normal,Male,Home and lifestyle,45.97,4,183.88,9.194,193.074,E-wallet,9.194,4.761904762,5.1
450-42-3339,02-09-2019,18:58:00,C,Pune,Normal,Male,Health and beauty,84.61,10,846.1,42.305,888.405,Credit Card,42.305,4.761904762,8.8
200-40-6154,02-09-2019,11:45:00,B,Nashik,Member,Male,Home and lifestyle,65.91,6,395.46,19.773,415.233,Cash,19.773,4.761904762,5.7
727-02-1313,02-09-2019,13:22:00,A,Mumbai,Member,Male,Food and beverages,31.84,1,31.84,1.592,33.432,Cash,1.592,4.761904762,7.7
529-56-3974,03-09-2019,17:03:00,B,Nashik,Member,Male,Electronic accessories,25.51,4,102.04,5.102,107.142,Cash,5.102,4.761904762,6.8
132-32-9879,03-09-2019,18:00:00,B,Nashik,Member,Female,Electronic accessories,93.96,4,375.84,18.792,394.632,Cash,18.792,4.761904762,9.5
841-35-6630,03-09-2019,18:21:00,C,Pune,Normal,Female,Electronic accessories,75.91,6,455.46,22.773,478.233,Cash,22.773,4.761904762,8.7
360-39-5055,03-09-2019,10:17:00,C,Pune,Member,Male,Sports and travel,48.91,5,244.55,12.2275,256.7775,Cash,12.2275,4.761904762,6.6
219-22-9386,03-09-2019,17:26:00,B,Nashik,Member,Male,Sports and travel,99.96,9,899.64,44.982,944.622,Credit Card,44.982,4.761904762,4.2
268-27-6179,03-09-2019,14:57:00,B,Nashik,Member,Female,Fashion accessories,56.47,8,451.76,22.588,474.348,E-wallet,22.588,4.761904762,7.3
157-13-5295,03-09-2019,18:24:00,A,Mumbai,Member,Male,Health and beauty,51.94,10,519.4,25.97,545.37,E-wallet,25.97,4.761904762,6.5
815-11-1168,03-09-2019,19:09:00,A,Mumbai,Member,Male,Food and beverages,99.78,5,498.9,24.945,523.845,Cash,24.945,4.761904762,5.4
308-47-4913,03-09-2019,12:45:00,A,Mumbai,Member,Female,Sports and travel,52.26,10,522.6,26.13,548.73,Credit Card,26.13,4.761904762,6.2
489-64-4354,03-09-2019,15:36:00,C,Pune,Normal,Male,Fashion accessories,16.28,1,16.28,0.814,17.094,Cash,0.814,4.761904762,5
616-87-0016,03-09-2019,14:36:00,B,Nashik,Normal,Male,Fashion accessories,95.54,7,668.78,33.439,702.219,Credit Card,33.439,4.761904762,9.6
127-47-6963,03-09-2019,13:53:00,A,Mumbai,Normal,Male,Health and beauty,51.71,4,206.84,10.342,217.182,Credit Card,10.342,4.761904762,9.8
277-35-5865,03-09-2019,11:23:00,C,Pune,Member,Female,Food and beverages,98.97,9,890.73,44.5365,935.2665,Cash,44.5365,4.761904762,6.7
816-57-2053,03-09-2019,12:37:00,A,Mumbai,Normal,Male,Sports and travel,60.87,2,121.74,6.087,127.827,E-wallet,6.087,4.761904762,8.7
299-29-0180,03-09-2019,10:54:00,B,Nashik,Member,Female,Home and lifestyle,52.18,7,365.26,18.263,383.523,Cash,18.263,4.761904762,9.3
652-43-6591,03-09-2019,13:18:00,A,Mumbai,Normal,Female,Fashion accessories,97.29,8,778.32,38.916,817.236,Credit Card,38.916,4.761904762,6.2
665-32-9167,01-10-2019,17:15:00,A,Mumbai,Member,Female,Health and beauty,36.26,2,72.52,3.626,76.146,Credit Card,3.626,4.761904762,7.2
640-49-2076,01-10-2019,14:49:00,B,Nashik,Normal,Male,Sports and travel,83.78,8,670.24,33.512,703.752,Cash,33.512,4.761904762,5.1
873-51-0671,01-10-2019,16:42:00,A,Mumbai,Member,Female,Sports and travel,21.98,7,153.86,7.693,161.553,E-wallet,7.693,4.761904762,5.1
744-02-5987,01-10-2019,14:16:00,A,Mumbai,Member,Male,Home and lifestyle,78.38,6,470.28,23.514,493.794,E-wallet,23.514,4.761904762,5.8
603-07-0961,01-10-2019,11:34:00,C,Pune,Member,Male,Electronic accessories,74.79,5,373.95,18.6975,392.6475,Cash,18.6975,4.761904762,4.9
241-11-2261,01-10-2019,10:33:00,B,Nashik,Normal,Female,Fashion accessories,79.86,7,559.02,27.951,586.971,Credit Card,27.951,4.761904762,5.5
887-42-0517,01-10-2019,10:31:00,C,Pune,Normal,Female,Sports and travel,83.14,7,581.98,29.099,611.079,Credit Card,29.099,4.761904762,6.6
226-34-0034,01-10-2019,11:10:00,B,Nashik,Normal,Female,Electronic accessories,13.78,4,55.12,2.756,57.876,E-wallet,2.756,4.761904762,9
577-34-7579,01-10-2019,17:16:00,C,Pune,Member,Male,Food and beverages,50.49,9,454.41,22.7205,477.1305,Cash,22.7205,4.761904762,5.4
669-54-1719,02-10-2019,12:45:00,B,Nashik,Member,Male,Electronic accessories,18.93,6,113.58,5.679,119.259,Credit Card,5.679,4.761904762,8.1
162-48-8011,02-10-2019,15:10:00,A,Mumbai,Member,Female,Food and beverages,44.59,5,222.95,11.1475,234.0975,Cash,11.1475,4.761904762,8.5
838-78-4295,02-10-2019,15:43:00,C,Pune,Normal,Female,Health and beauty,33.47,2,66.94,3.347,70.287,E-wallet,3.347,4.761904762,6.7
695-51-0018,02-10-2019,18:36:00,B,Nashik,Normal,Female,Sports and travel,34.84,4,139.36,6.968,146.328,Cash,6.968,4.761904762,7.4
685-64-1609,02-10-2019,12:28:00,A,Mumbai,Member,Female,Fashion accessories,30.14,10,301.4,15.07,316.47,E-wallet,15.07,4.761904762,9.2
400-60-7251,02-10-2019,12:50:00,A,Mumbai,Normal,Male,Home and lifestyle,74.07,1,74.07,3.7035,77.7735,E-wallet,3.7035,4.761904762,9.9
227-07-4446,02-10-2019,20:51:00,C,Pune,Member,Female,Electronic accessories,78.13,10,781.3,39.065,820.365,Cash,39.065,4.761904762,4.4
378-07-7001,02-10-2019,18:23:00,B,Nashik,Member,Male,Electronic accessories,48.09,3,144.27,7.2135,151.4835,Credit Card,7.2135,4.761904762,7.8
559-98-9873,02-10-2019,12:56:00,A,Mumbai,Member,Female,Fashion accessories,53.65,7,375.55,18.7775,394.3275,E-wallet,18.7775,4.761904762,5.2
196-01-2849,02-10-2019,13:56:00,C,Pune,Member,Female,Fashion accessories,73.38,7,513.66,25.683,539.343,Cash,25.683,4.761904762,9.5
448-34-8700,02-10-2019,13:51:00,B,Nashik,Member,Male,Home and lifestyle,36.91,7,258.37,12.9185,271.2885,E-wallet,12.9185,4.761904762,6.7
189-17-4241,03-10-2019,12:17:00,A,Mumbai,Normal,Female,Fashion accessories,87.67,2,175.34,8.767,184.107,Credit Card,8.767,4.761904762,7.7
129-29-8530,03-10-2019,19:15:00,A,Mumbai,Member,Male,Sports and travel,62.62,5,313.1,15.655,328.755,E-wallet,15.655,4.761904762,7
668-90-8900,03-10-2019,18:44:00,A,Mumbai,Normal,Female,Home and lifestyle,93.69,7,655.83,32.7915,688.6215,Credit Card,32.7915,4.761904762,4.5
790-29-1172,03-10-2019,18:59:00,B,Nashik,Normal,Female,Food and beverages,57.34,3,172.02,8.601,180.621,Credit Card,8.601,4.761904762,7.9
596-42-3999,03-10-2019,14:04:00,B,Nashik,Normal,Male,Food and beverages,18.22,7,127.54,6.377,133.917,Credit Card,6.377,4.761904762,6.6
696-90-2548,03-10-2019,18:55:00,A,Mumbai,Normal,Male,Sports and travel,25.84,3,77.52,3.876,81.396,E-wallet,3.876,4.761904762,6.6
453-12-7053,03-10-2019,17:38:00,C,Pune,Normal,Male,Fashion accessories,45.74,3,137.22,6.861,144.081,Credit Card,6.861,4.761904762,6.5
239-48-4278,03-10-2019,19:35:00,A,Mumbai,Member,Male,Food and beverages,10.13,7,70.91,3.5455,74.4555,E-wallet,3.5455,4.761904762,8.3
